,filename,date_saved,Latitude,Longitude,Line,Spec_number,Inst_number,Solar_angle,band1,band2,band3,band4,band5,band6,band7,band8,band8a,band11,band12
25,mul_ln100029.asd.rad,2021-09-05 00:06:15,-35.12307666666667,148.86378933333333,1,29,18179/3,50.18903266432667,0.019713511295929468,0.025773253664275176,0.05058375429339695,0.037492600091617444,0.08411795193682868,0.2533102462061212,0.31181870033288617,0.33356826031960524,0.3464486201995482,0.17043628909748798,0.08238990787495444
26,mul_ln100030.asd.rad,2021-09-05 00:06:19,-35.12307333333333,148.86383283333333,1,30,18179/3,50.1803771651508,0.02314875683035016,0.029716659576408466,0.05735030042875105,0.04143636201903106,0.09273237695059648,0.26822295192820783,0.32717453793731166,0.3493379932510588,0.3624195148849564,0.1888012101273217,0.09034078987200775
27,mul_ln100031.asd.rad,2021-09-05 00:06:22,-35.123066666666666,148.86386983333333,1,31,18179/3,50.1738822860295,0.02940319090294099,0.03823782548598622,0.06999274291419395,0.0578864133382751,0.11357193667934098,0.2758473995449762,0.32862653171857703,0.3522244993109045,0.36591896192574497,0.2083234767820773,0.1031573207889179
28,mul_ln200000.asd.rad,2021-09-05 00:07:04,-35.12299,148.86386316666668,2,0,18179/3,50.083438518696376,0.015227565871490333,0.01997979742459431,0.046195536560777364,0.02423662147823651,0.07715331779590266,0.2760744492804824,0.33886975466768493,0.3617691716986551,0.3726685524772552,0.16803898345932036,0.07399815873996468
29,mul_ln200001.asd.rad,2021-09-05 00:07:08,-35.122995,148.863828,2,1,18179/3,50.07487171370572,0.016266027138520153,0.02110290963357709,0.04880769449673374,0.025283551742620838,0.08211582638196017,0.31293136719448317,0.3890781623571993,0.4158065160308472,0.428521100535069,0.19038076839082446,0.08162622790480285
30,mul_ln200002.asd.rad,2021-09-05 00:07:11,-35.123005,148.86379566666668,2,2,18179/3,50.068456766062475,0.018713962023391352,0.02393811397967837,0.05558869613443576,0.026651521698141122,0.09123744667406937,0.38871278917411645,0.4886443265989929,0.5168082260788456,0.529863633933467,0.22026522941582338,0.09621989529746273
31,mul_ln200003.asd.rad,2021-09-05 00:07:15,-35.12300833333333,148.86376566666667,2,3,18179/3,50.05989196185729,0.01575971231463953,0.0209800410689186,0.048770535434993455,0.02825951413756316,0.083087481658976,0.28971181100992893,0.3583437790803929,0.3853332898159015,0.39851126819603333,0.18459861688478865,0.08653304751758592
32,mul_ln200004.asd.rad,2021-09-05 00:07:18,-35.12301166666666,148.8637375,2,4,18179/3,50.053474152884085,0.010777989276358941,0.015505781431958542,0.03904816232125952,0.024443110232061457,0.07097817201728444,0.22383906117498964,0.2758381315131435,0.3017915731797911,0.3149151612410704,0.15585583803798383,0.0691035393852767
33,mul_ln200005.asd.rad,2021-09-05 00:07:22,-35.123021666666666,148.8636995,2,5,18179/3,50.044924605527434,0.025572976887050243,0.033894631784690786,0.06468326236415071,0.05225811915811395,0.10772632816036352,0.28266120590832133,0.3402275322536591,0.36728097979641894,0.3807916537807795,0.22949299217258481,0.11484607155159102
34,mul_ln200006.asd.rad,2021-09-05 00:07:26,-35.123025,148.86366666666666,2,6,18179/3,50.0363706233966,0.019989344242600206,0.026308944526103946,0.05399599353186981,0.03816062719535528,0.09066191756311798,0.2631863618118116,0.31932673320561294,0.34520279441376817,0.358068295492708,0.1915376169117202,0.09071631551949806
35,mul_ln200007.asd.rad,2021-09-05 00:07:29,-35.123035,148.86363183333333,2,7,18179/3,50.029968452924656,0.019664379228338028,0.02603222025061256,0.052313207607760794,0.038334655698848495,0.08850286083699718,0.25580852914184776,0.3104916566497404,0.33648255906774144,0.3494173349673073,0.18516784360618135,0.09020231104927157
36,mul_ln200008.asd.rad,2021-09-05 00:07:32,-35.123043333333335,148.86359716666666,2,8,18179/3,50.02356681633206,0.025703564914239925,0.03375008052644134,0.06010799410995534,0.05272593341973428,0.09978627994443624,0.23993094600174766,0.28814163770510776,0.3132050512235944,0.32557194353144364,0.19606913026832265,0.10086271111486214
37,mul_ln200009.asd.rad,2021-09-05 00:07:36,-35.12305166666667,148.86356433333333,2,9,18179/3,50.01502525445077,0.02373573936510347,0.031312980930386244,0.05854901157166598,0.04768959246819594,0.09820440821948405,0.2487518732772274,0.30070995995249583,0.32667734255831,0.339620098217083,0.2133049989437747,0.10773328298803282
38,mul_ln200010.asd.rad,2021-09-05 00:07:40,-35.123055,148.8635245,2,10,18179/3,50.00648679986279,0.021879228220584267,0.02968026553900819,0.05505785198349565,0.05048392379899584,0.0976894874744274,0.2203552853509018,0.26245454189787365,0.28898311551814626,0.3025083082190496,0.21301201787263588,0.10651949818891625
39,mul_ln200011.asd.rad,2021-09-05 00:07:43,-35.123055,148.86348766666666,2,11,18179/3,50.0000868153911,0.023354754618321108,0.031596669740772534,0.05201586424696017,0.0572145414218654,0.08944387626913218,0.16283937222314496,0.1893831353147889,0.20823883893413087,0.21778596583594978,0.2148617531300954,0.124328808177702
40,mul_ln200012.asd.rad,2021-09-05 00:07:47,-35.12305,148.86345466666666,2,12,18179/3,49.99154433478504,0.023886324613557424,0.031723716281285855,0.06053480749777929,0.04915516678846898,0.10272685445626042,0.2701926105702898,0.3315440641610249,0.36248180804744157,0.37787345346392487,0.22729981767300403,0.10987884461378024
41,mul_ln200013.asd.rad,2021-09-05 00:07:50,-35.12305,148.86341416666667,2,13,18179/3,49.9851507048683,0.017058304252181442,0.022366724976745276,0.049990383683603735,0.028908431238934315,0.08375892903383049,0.2831236882864655,0.3481472681422458,0.37404316002370314,0.38658231816751254,0.18140598443837305,0.08109802697925401
42,mul_ln200014.asd.rad,2021-09-05 00:07:54,-35.12305,148.86337766666668,2,14,18179/3,49.9766198911329,0.01886134275726514,0.025918615189629148,0.05245675165329771,0.042543827448895316,0.09240542797314664,0.23470278849166334,0.2842960938963689,0.312886672323851,0.3271597494509384,0.19684222328499124,0.09646037494437967
43,mul_ln200015.asd.rad,2021-09-05 00:07:57,-35.12304833333334,148.863347,2,15,18179/3,49.97022440855,0.02397293139995325,0.03255987168792202,0.060793758488220405,0.053539945545436646,0.1049880556084674,0.2458713077920127,0.29267298654707946,0.32029672228457506,0.3340045052349747,0.2212702814881528,0.11066541595445518
44,mul_ln200016.asd.rad,2021-09-05 00:08:01,-35.12305166666667,148.86330666666666,2,16,18179/3,49.96170414012219,0.020269418380105927,0.027940819951245727,0.053453667544381224,0.04962652093628457,0.09726215861989893,0.22063632054672958,0.2668906963948387,0.29804909043349403,0.31377358119003945,0.19518559004209304,0.09389139685129862
45,mul_ln200017.asd.rad,2021-09-05 00:08:05,-35.12305666666666,148.86326783333334,2,17,18179/3,49.95318782756053,0.020655856250148086,0.027398647200800604,0.054471003944295444,0.04104636503894187,0.09230406285997193,0.23662829903343743,0.28564267140428745,0.31328847419163564,0.32721453279160384,0.18405632157001856,0.08933508132715304
46,mul_ln200018.asd.rad,2021-09-05 00:08:08,-35.123055,148.86323216666668,2,18,18179/3,49.94680195559964,0.017105667447437006,0.023253217125593806,0.04745714037817086,0.03735740631038331,0.08493209014722343,0.23207816847136475,0.2834196251002221,0.31340354376912033,0.32873193267745043,0.18669399825679192,0.0859350794245655
47,mul_ln200019.asd.rad,2021-09-05 00:08:12,-35.12305666666666,148.86319916666667,2,19,18179/3,49.93828605198931,0.039532465777069314,0.051355931059977475,0.07253811393119677,0.0865098483525825,0.11311133425920915,0.1740076692456977,0.19670308549638305,0.21160389562765217,0.2189918708380231,0.25910337618895224,0.16930991557331318
48,mul_ln200020.asd.rad,2021-09-05 00:08:15,-35.12305333333333,148.8631705,2,20,18179/3,49.93189979532234,0.03291574835312052,0.04330142338510694,0.06614977196004052,0.07367609905496074,0.10761192304850814,0.1887221555820513,0.2198900706200145,0.2403620284361237,0.25066507003156324,0.23739779889279106,0.1408502461704552
49,mul_ln200021.asd.rad,2021-09-05 00:08:19,-35.123055,148.863131,2,21,18179/3,49.92339321108013,0.02501576603918276,0.033484762046203834,0.06479436248092126,0.05198799654214005,0.10990221249865215,0.2773978157445925,0.3358840189761684,0.3679020647828311,0.38446608456055825,0.23259557657345145,0.11093998047418471
50,mul_ln200022.asd.rad,2021-09-05 00:08:22,-35.12305833333333,148.86309183333333,2,22,18179/3,49.91702202180649,0.03578879525047725,0.04797614205185728,0.08197957605306895,0.082589042889757,0.1401785409633877,0.29004467236316067,0.3455536335294637,0.3782059763218698,0.39476030794900147,0.25516911541065224,0.13504542934183725
51,mul_ln200023.asd.rad,2021-09-05 00:08:26,-35.12306,148.86305816666666,2,23,18179/3,49.90851846292845,0.025415893994215892,0.034675161972670884,0.06551233505803596,0.05817212368219105,0.11330293859463704,0.26503280835697024,0.32153900399881735,0.3536811509627887,0.3703025881916282,0.2117454817057932,0.10506863196089639
52,mul_ln200024.asd.rad,2021-09-05 00:08:29,-35.123061666666665,148.86301933333334,2,24,18179/3,49.90215030219111,0.023270446622600183,0.030880542475048248,0.0602943152394884,0.04762513041358515,0.10159370232018945,0.2780181327229187,0.33978309304604337,0.3703708099612843,0.386294997970538,0.22075579990928465,0.10483331297446144
53,mul_ln200025.asd.rad,2021-09-05 00:08:33,-35.123061666666665,148.86298366666668,2,25,18179/3,49.89365246998461,0.018434428209007224,0.02499630061075724,0.05474852254827793,0.03586974321186549,0.09301342969750816,0.29104937628480937,0.35728758876489347,0.38547298263082136,0.3998322545780813,0.19596789535540943,0.08875207074153217
54,mul_ln200026.asd.rad,2021-09-05 00:08:37,-35.123065,148.86294516666666,2,26,18179/3,49.88516212600126,0.018976338578658446,0.02502226493283687,0.052779755542937255,0.03464562788542413,0.08849150461414257,0.2741008247908037,0.3336673788474057,0.3595018638578833,0.3728907842132216,0.19423981931970102,0.0913677399807646
55,mul_ln200027.asd.rad,2021-09-05 00:08:40,-35.123066666666666,148.8629065,2,27,18179/3,49.87880096160923,0.02043075137717408,0.026529801296449673,0.05553076463588197,0.036490299190685284,0.09282531835283622,0.2916983432910251,0.3574299530510548,0.3856690035801257,0.40052338567128853,0.2300191598124467,0.10923375584843073
56,mul_ln200028.asd.rad,2021-09-05 00:08:44,-35.12307166666667,148.86286783333333,2,28,18179/3,49.8703180238953,0.022759659282375753,0.030185391849207925,0.05843734308561744,0.044724858765837296,0.09696766695922629,0.26360641801354007,0.3140537690476863,0.33759858418619576,0.3500144817927508,0.22553164887777608,0.11090284097652232
57,mul_ln200029.asd.rad,2021-09-05 00:08:47,-35.12307,148.86283233333333,2,29,18179/3,49.863957149694386,0.026815087125544496,0.03606941372098356,0.06465715398632889,0.06199207316237072,0.11178204107644822,0.24572334266091608,0.2928298589250406,0.31947233048388995,0.3334479765669966,0.23516199909235874,0.12117951206343237
58,mul_ln200030.asd.rad,2021-09-05 00:08:51,-35.12307333333333,148.86279233333335,2,30,18179/3,49.85547960931254,0.023191901433675294,0.03158797773477627,0.06075402933792584,0.05239856542764777,0.10606892816012038,0.25312832155311177,0.30221946542997546,0.32887049608393404,0.3429995188724879,0.21603043462439783,0.10724528193029022
59,mul_ln200031.asd.rad,2021-09-05 00:08:54,-35.123075,148.8627545,2,31,18179/3,49.849127047360774,0.02864884630873978,0.03876925236459532,0.06597294608871465,0.06915746276067666,0.11502694070835917,0.2136102671209773,0.2507125568707647,0.27754818605178927,0.29195970278374683,0.24023652296431322,0.13501277858843397
60,mul_ln300002.asd.rad,2021-09-05 00:10:59,-35.12297,148.86269083333335,3,2,18179/3,49.58526941561716,0.039865107044002646,0.052266049459841035,0.08628889488654479,0.08451541298351374,0.13813803668398467,0.28558017279594866,0.3350325826748163,0.3609796233729918,0.3752258429593487,0.347610537520057,0.19377818983858053
61,mul_ln300003.asd.rad,2021-09-05 00:11:02,-35.122965,148.86271533333334,3,3,18179/3,49.578963780671494,0.025165354172973622,0.03462329899577578,0.06164667075967633,0.06070174523008169,0.10528152485116142,0.21530202009492266,0.2533887743158272,0.2761171795980329,0.2884174067533512,0.22861580238651422,0.13185554363589766
62,mul_ln300004.asd.rad,2021-09-05 00:11:06,-35.12296,148.86274766666668,3,4,18179/3,49.570560840817606,0.02020472176039989,0.027941077905297984,0.05062683854224749,0.050846500734122335,0.08931797945023096,0.18335274746165214,0.21799856454722918,0.24078795235441913,0.25294518630310603,0.19616760412997788,0.10853357862281214
63,mul_ln300005.asd.rad,2021-09-05 00:11:09,-35.122955,148.8627795,3,5,18179/3,49.56425616298133,0.0230476663934465,0.032372476075525784,0.05851606562492814,0.05920648916480876,0.1042750504197244,0.20858925973889586,0.24452395981995553,0.2684932202179904,0.28126511500696305,0.22375662375484154,0.12435358152602087
64,mul_ln300006.asd.rad,2021-09-05 00:11:13,-35.122945,148.86281233333332,3,6,18179/3,49.555855208771504,0.021114293757352805,0.028846463200682498,0.05533885991419589,0.047490931891133334,0.09442290289331881,0.23171737643367218,0.27750512408926176,0.2998970569140618,0.3116993521989336,0.20068881315426818,0.09703086511428928
65,mul_ln300007.asd.rad,2021-09-05 00:11:16,-35.12293666666667,148.862849,3,7,18179/3,49.549550117653446,0.017279610543045228,0.023244847900336693,0.0548728091712296,0.02927073523908516,0.0916509238008135,0.32060643959681484,0.3901526499888004,0.4141039168299229,0.426769555851364,0.19488730546346592,0.08759869156516542
66,mul_ln300008.asd.rad,2021-09-05 00:11:20,-35.122931666666666,148.86288766666667,3,8,18179/3,49.541156382210495,0.016227108773223937,0.021265803185910356,0.05512713054912653,0.02111165349745972,0.08820281811833983,0.373171685360005,0.45793174622830973,0.48030439304129846,0.4922004163012696,0.20872147550367168,0.08981760994774944
67,mul_ln300009.asd.rad,2021-09-05 00:11:24,-35.122925,148.86292383333333,3,9,18179/3,49.532766124260796,0.018633090319959286,0.024460088514529566,0.05421689538746643,0.030661032851971675,0.09020626782893497,0.33283975436767177,0.41357871522942763,0.438230861736051,0.45072702076524457,0.19213823091589438,0.08588604620877822
68,mul_ln300010.asd.rad,2021-09-05 00:11:27,-35.12292,148.86296133333335,3,10,18179/3,49.52647056057965,0.017821530721714305,0.023901756976663836,0.056473914302743816,0.03082331158615942,0.09438930000501969,0.3570721375272007,0.45091972907464417,0.4793552041142672,0.493898959869105,0.2003376576637542,0.09056931660442018
69,mul_ln300011.asd.rad,2021-09-05 00:11:31,-35.122915,148.8629935,3,11,18179/3,49.5180898266233,0.02018673433628737,0.026531899008993866,0.05686611976649963,0.03521546091779803,0.09401123757595649,0.33564656286706285,0.42079493036083865,0.4489273076043898,0.46365305437596566,0.2078841567911986,0.09666002250473821
70,mul_ln300012.asd.rad,2021-09-05 00:11:34,-35.122906666666665,148.86302683333332,3,12,18179/3,49.511798369253306,0.020993436718463133,0.027902174058783837,0.05671302773234506,0.04129816657753898,0.09582190931250385,0.2910170632182448,0.3600372546568099,0.3882977131217166,0.40335197873682177,0.2087118906839808,0.09740723516294128
71,mul_ln300013.asd.rad,2021-09-05 00:11:38,-35.12290333333333,148.86306666666667,3,13,18179/3,49.50342132594103,0.024720501366249224,0.03137127676255808,0.055028884530453306,0.04481469484989546,0.08811655200996399,0.2500323269225277,0.3093642076343104,0.32898262742866013,0.3393762749516514,0.17800065548028995,0.08850604119993058
72,mul_ln300014.asd.rad,2021-09-05 00:11:41,-35.12289833333333,148.8630995,3,14,18179/3,49.497137416888705,0.026145572751750307,0.03375841655184754,0.0670764461978516,0.04730799849992958,0.11134760233455011,0.34257252971130725,0.4248785790849989,0.45110496808707085,0.4646178971736488,0.22226907032395116,0.09937264312412197
73,mul_ln300015.asd.rad,2021-09-05 00:11:45,-35.12289333333333,148.8631355,3,15,18179/3,49.48876718810723,0.021917832347196686,0.028517491441891078,0.05934210505768729,0.037732177617339255,0.09871310830868958,0.34759046863632226,0.43356824577375475,0.45860466175086695,0.47202744205899955,0.20565064297641847,0.09489713642655843
74,mul_ln300016.asd.rad,2021-09-05 00:11:49,-35.122883333333334,148.86317183333333,3,16,18179/3,49.480396387014714,0.023663831725853866,0.030446201715777093,0.059558475456137315,0.04291830479446353,0.10141206608907473,0.3117387605562403,0.3843595288487649,0.4075342384847289,0.41996934260052554,0.19410296430343554,0.08829874642728493
75,mul_ln300017.asd.rad,2021-09-05 00:11:52,-35.12287833333333,148.86321266666667,3,17,18179/3,49.474115814252116,0.01981964833381653,0.026582788897311225,0.05767802423960352,0.03646179754479717,0.09779189331532023,0.32358345793188487,0.3986844037030311,0.4247110614380815,0.4391678061802827,0.1905502696807769,0.08810452343735022
76,mul_ln300018.asd.rad,2021-09-05 00:11:56,-35.12287333333333,148.86325116666666,3,18,18179/3,49.46575411548504,0.022632823104320913,0.029702960665905727,0.05987695764894708,0.04180680662838372,0.09767023196817495,0.28577345291006495,0.34880434389795406,0.3700798500264575,0.3816301285456046,0.1841924490890066,0.09105678133997235
77,mul_ln300019.asd.rad,2021-09-05 00:11:59,-35.12286833333334,148.86328866666668,3,19,18179/3,49.45947988263653,0.022859525715723458,0.0300728981888496,0.0559217772615663,0.04670944485745548,0.09320132960545921,0.245909176905101,0.3027431222803377,0.32739436170047487,0.3406926476534617,0.17283059334948286,0.0843747023524223
78,mul_ln300020.asd.rad,2021-09-05 00:12:03,-35.12286666666667,148.86332583333333,3,20,18179/3,49.45112772279996,0.020808649606251745,0.027484809898075887,0.05712721768114125,0.03786061578251241,0.09424068721050216,0.3009918727556187,0.36917947451175265,0.3929497626341106,0.40571849197081433,0.19229639521388237,0.0911568920105252
79,mul_ln300021.asd.rad,2021-09-05 00:12:06,-35.12285833333333,148.86336033333333,3,21,18179/3,49.44485702291921,0.025173052628389796,0.03281267743640241,0.061617055280247704,0.048044830904091854,0.100717319053002,0.28092550108497627,0.3443590494645905,0.37110104681332845,0.38533219665214563,0.19048215514604405,0.09837557249475928
80,mul_ln300022.asd.rad,2021-09-05 00:12:10,-35.12285166666667,148.86340066666668,3,22,18179/3,49.43650555773651,0.02528664890537424,0.033327314987817935,0.06338349936820115,0.05061604977628459,0.10465755888784234,0.28064242877992795,0.3459872683776133,0.3744932754088534,0.38955385365957673,0.19533883671588986,0.09692228746172234
81,mul_ln300023.asd.rad,2021-09-05 00:12:13,-35.122845,148.86343833333333,3,23,18179/3,49.430239281676336,0.021381449600941346,0.028668970453805828,0.05649262778762482,0.04402649689094631,0.09443843211412853,0.25033368590777794,0.30746300623204276,0.3339101216949322,0.34791846651710284,0.17250644171355609,0.07977910104571506
82,mul_ln300024.asd.rad,2021-09-05 00:12:17,-35.122838333333334,148.863479,3,24,18179/3,49.42189389381167,0.027777756084472454,0.03697100936667415,0.06899335558707162,0.058285016721331115,0.11436881734581875,0.27338906795032325,0.32885572475468444,0.35672863433492286,0.37159643295057165,0.19850867901031338,0.0966013169373514
83,mul_ln300025.asd.rad,2021-09-05 00:12:20,-35.12283333333333,148.86351083333332,3,25,18179/3,49.41563653148534,0.020570795594594113,0.027741869816324677,0.05343072032043662,0.045183009223287864,0.09282363383079982,0.24578620040087393,0.29785205888024047,0.3240678962506341,0.3382650455303261,0.21264686883289782,0.10589294475815066
84,mul_ln300026.asd.rad,2021-09-05 00:12:24,-35.12282666666667,148.8635525,3,26,18179/3,49.40729689426662,0.01683636726398924,0.022537450324269022,0.0508414158080796,0.02891149703223321,0.09031315650374892,0.3326038259204696,0.41167159478897963,0.4371084979338383,0.4506574304016399,0.1779435116679616,0.08240734219440304
85,mul_ln300027.asd.rad,2021-09-05 00:12:28,-35.122818333333335,148.86359383333334,3,27,18179/3,49.39895967321783,0.013865972778115614,0.019383649891435425,0.043946870550295274,0.0297365108310449,0.07772611101455484,0.2450452544504726,0.30385075577643783,0.3314282714817456,0.34629613954209504,0.1676160013316888,0.07562870675711687
