New GA 10" Labsphere panel
Serial # Serial Number : 99aa03-0319-1952
Comments : Labsphere cal only (50nm steps & manually interpolated)


Wavelength	K-factor
2005	0.9736
2006	0.97338
2007	0.97316
2008	0.97294
2009	0.97272
2010	0.9725
2011	0.97228
2012	0.97206
2013	0.97184
2014	0.97162
2015	0.9714
2016	0.97118
2017	0.97096
2018	0.97074
2019	0.97052
2020	0.9703
2021	0.97008
2022	0.96986
2023	0.9696400000000001
2024	0.9694200000000001
2025	0.9692000000000001
2026	0.96898
2027	0.96876
2028	0.96854
2029	0.96832
2030	0.9681
2031	0.96788
2032	0.96766
2033	0.96744
2034	0.96722
2035	0.967
2036	0.96678
2037	0.96656
2038	0.96634
2039	0.96612
2040	0.9659
2041	0.96568
2042	0.96546
2043	0.96524
2044	0.96502
2045	0.9648
2046	0.96458
2047	0.96436
2048	0.96414
2049	0.96392
2050	0.9637
2051	0.96353
2052	0.96336
2053	0.96319
2054	0.96302
2055	0.96285
2056	0.96268
2057	0.96251
2058	0.96234
2059	0.96217
2060	0.962
2061	0.96183
2062	0.96166
2063	0.9614900000000001
2064	0.9613200000000001
2065	0.9611500000000001
2066	0.9609800000000001
2067	0.96081
2068	0.96064
2069	0.96047
2070	0.9603
2071	0.96013
2072	0.95996
2073	0.95979
2074	0.95962
2075	0.95945
2076	0.95928
2077	0.95911
2078	0.95894
2079	0.95877
2080	0.9586
2081	0.95843
2082	0.95826
2083	0.95809
2084	0.95792
2085	0.95775
2086	0.95758
2087	0.95741
2088	0.9572400000000001
2089	0.9570700000000001
2090	0.9569000000000001
2091	0.9567300000000001
2092	0.9565600000000001
2093	0.9563900000000001
2094	0.9562200000000001
2095	0.9560500000000001
2096	0.9558800000000001
2097	0.9557100000000001
2098	0.9555400000000001
2099	0.95537
2100	0.9552
2101	0.955118
2102	0.955036
2103	0.9549540000000001
2104	0.954872
2105	0.95479
2106	0.954708
2107	0.9546260000000001
2108	0.9545440000000001
2109	0.954462
2110	0.95438
2111	0.954298
2112	0.9542160000000001
2113	0.954134
2114	0.954052
2115	0.95397
2116	0.9538880000000001
2117	0.953806
2118	0.953724
2119	0.953642
2120	0.95356
2121	0.953478
2122	0.953396
2123	0.953314
2124	0.953232
2125	0.9531499999999999
2126	0.953068
2127	0.952986
2128	0.952904
2129	0.952822
2130	0.95274
2131	0.952658
2132	0.952576
2133	0.952494
2134	0.9524119999999999
2135	0.95233
2136	0.952248
2137	0.952166
2138	0.9520839999999999
2139	0.952002
2140	0.95192
2141	0.951838
2142	0.9517559999999999
2143	0.9516739999999999
2144	0.951592
2145	0.95151
2146	0.9514279999999999
2147	0.9513459999999999
2148	0.951264
2149	0.951182
2150	0.9511
2151	0.951418
2152	0.9517359999999999
2153	0.952054
2154	0.952372
2155	0.9526899999999999
2156	0.953008
2157	0.953326
2158	0.9536439999999999
2159	0.953962
2160	0.95428
2161	0.954598
2162	0.954916
2163	0.955234
2164	0.955552
2165	0.95587
2166	0.956188
2167	0.956506
2168	0.956824
2169	0.957142
2170	0.95746
2171	0.957778
2172	0.9580960000000001
2173	0.958414
2174	0.958732
2175	0.95905
2176	0.959368
2177	0.959686
2178	0.960004
2179	0.960322
2180	0.96064
2181	0.960958
2182	0.961276
2183	0.9615940000000001
2184	0.961912
2185	0.96223
2186	0.9625480000000001
2187	0.962866
2188	0.963184
2189	0.9635020000000001
2190	0.96382
2191	0.964138
2192	0.9644560000000001
2193	0.964774
2194	0.9650920000000001
2195	0.9654100000000001
2196	0.965728
2197	0.9660460000000001
2198	0.9663640000000001
2199	0.966682
2200	0.9670000000000001
2201	0.9670200000000001
2202	0.9670400000000001
2203	0.96706
2204	0.96708
2205	0.9671000000000001
2206	0.9671200000000001
2207	0.9671400000000001
2208	0.96716
2209	0.96718
2210	0.9672000000000001
2211	0.9672200000000001
2212	0.9672400000000001
2213	0.96726
2214	0.96728
2215	0.9673
2216	0.9673200000000001
2217	0.9673400000000001
2218	0.96736
2219	0.96738
2220	0.9674
2221	0.9674200000000001
2222	0.9674400000000001
2223	0.96746
2224	0.96748
2225	0.9675
2226	0.96752
2227	0.9675400000000001
2228	0.96756
2229	0.96758
2230	0.9676
2231	0.96762
2232	0.9676400000000001
2233	0.96766
2234	0.96768
2235	0.9677
2236	0.96772
2237	0.96774
2238	0.96776
2239	0.96778
2240	0.9678
2241	0.96782
2242	0.96784
2243	0.9678599999999999
2244	0.96788
2245	0.9679
2246	0.96792
2247	0.96794
2248	0.9679599999999999
2249	0.96798
2250	0.968
2251	0.96788
2252	0.96776
2253	0.96764
2254	0.9675199999999999
2255	0.9674
2256	0.96728
2257	0.96716
2258	0.96704
2259	0.96692
2260	0.9668
2261	0.96668
2262	0.96656
2263	0.96644
2264	0.96632
2265	0.9662
2266	0.96608
2267	0.96596
2268	0.96584
2269	0.96572
2270	0.9656
2271	0.96548
2272	0.96536
2273	0.96524
2274	0.96512
2275	0.9650000000000001
2276	0.9648800000000001
2277	0.9647600000000001
2278	0.96464
2279	0.96452
2280	0.9644
2281	0.96428
2282	0.96416
2283	0.96404
2284	0.96392
2285	0.9638
2286	0.9636800000000001
2287	0.9635600000000001
2288	0.9634400000000001
2289	0.9633200000000001
2290	0.9632000000000001
2291	0.96308
2292	0.96296
2293	0.96284
2294	0.96272
2295	0.9626000000000001
2296	0.9624800000000001
2297	0.9623600000000001
2298	0.9622400000000001
2299	0.9621200000000001
2300	0.9620000000000001
2301	0.9618000000000001
2302	0.9616000000000001
2303	0.9614
2304	0.9612
2305	0.9610000000000001
2306	0.9608000000000001
2307	0.9606000000000001
2308	0.9604
2309	0.9602
2310	0.9600000000000001
2311	0.9598000000000001
2312	0.9596000000000001
2313	0.9594
2314	0.9592
2315	0.9590000000000001
2316	0.9588000000000001
2317	0.9586000000000001
2318	0.9584
2319	0.9582
2320	0.9580000000000001
2321	0.9578000000000001
2322	0.9576000000000001
2323	0.9574
2324	0.9572
2325	0.9570000000000001
2326	0.9568000000000001
2327	0.9566000000000001
2328	0.9564
2329	0.9562
2330	0.9560000000000001
2331	0.9558000000000001
2332	0.9556000000000001
2333	0.9554
2334	0.9552
2335	0.9550000000000001
2336	0.9548000000000001
2337	0.9546000000000001
2338	0.9544
2339	0.9542
2340	0.9540000000000001
2341	0.9538000000000001
2342	0.9536000000000001
2343	0.9534
2344	0.9532
2345	0.9530000000000001
2346	0.9528000000000001
2347	0.9526000000000001
2348	0.9524
2349	0.9522
2350	0.9520000000000001
2351	0.9519200000000001
2352	0.95184
2353	0.95176
2354	0.9516800000000001
2355	0.9516
2356	0.95152
2357	0.9514400000000001
2358	0.9513600000000001
2359	0.95128
2360	0.9512
2361	0.9511200000000001
2362	0.95104
2363	0.95096
2364	0.9508800000000001
2365	0.9508000000000001
2366	0.95072
2367	0.95064
2368	0.9505600000000001
2369	0.95048
2370	0.9504
2371	0.95032
2372	0.95024
2373	0.95016
2374	0.95008
2375	0.95
2376	0.94992
2377	0.94984
2378	0.94976
2379	0.94968
2380	0.9496
2381	0.94952
2382	0.94944
2383	0.94936
2384	0.94928
2385	0.9492
2386	0.94912
2387	0.94904
2388	0.94896
2389	0.94888
2390	0.9488
2391	0.94872
2392	0.9486399999999999
2393	0.94856
2394	0.94848
2395	0.9483999999999999
2396	0.9483199999999999
2397	0.94824
2398	0.94816
2399	0.9480799999999999
2400	0.948
2401	0.9479799999999999
2402	0.9479599999999999
2403	0.94794
2404	0.94792
2405	0.9479
2406	0.94788
2407	0.9478599999999999
2408	0.94784
2409	0.94782
2410	0.9478
2411	0.94778
2412	0.9477599999999999
2413	0.94774
2414	0.94772
2415	0.9477
2416	0.94768
2417	0.94766
2418	0.94764
2419	0.94762
2420	0.9476
2421	0.94758
2422	0.94756
2423	0.94754
2424	0.94752
2425	0.9475
2426	0.94748
2427	0.94746
2428	0.9474400000000001
2429	0.94742
2430	0.9474
2431	0.94738
2432	0.94736
2433	0.9473400000000001
2434	0.94732
2435	0.9473
2436	0.94728
2437	0.94726
2438	0.9472400000000001
2439	0.9472200000000001
2440	0.9472
2441	0.94718
2442	0.94716
2443	0.9471400000000001
2444	0.9471200000000001
2445	0.9471
2446	0.94708
2447	0.94706
2448	0.9470400000000001
2449	0.9470200000000001
2450	0.9470000000000001
2451	0.9469400000000001
2452	0.94688
2453	0.9468200000000001
2454	0.94676
2455	0.9467000000000001
2456	0.94664
2457	0.9465800000000001
2458	0.94652
2459	0.9464600000000001
2460	0.9464
2461	0.9463400000000001
2462	0.94628
2463	0.9462200000000001
2464	0.9461600000000001
2465	0.9461
2466	0.9460400000000001
2467	0.94598
2468	0.9459200000000001
2469	0.94586
2470	0.9458000000000001
2471	0.94574
2472	0.9456800000000001
2473	0.94562
2474	0.9455600000000001
2475	0.9455
2476	0.9454400000000001
2477	0.9453800000000001
2478	0.94532
2479	0.9452600000000001
2480	0.9452
2481	0.9451400000000001
2482	0.94508
2483	0.9450200000000001
2484	0.94496
2485	0.9449000000000001
2486	0.94484
2487	0.9447800000000001
2488	0.9447200000000001
2489	0.94466
2490	0.9446000000000001
2491	0.94454
2492	0.9444800000000001
2493	0.94442
2494	0.9443600000000001
2495	0.9443
2496	0.9442400000000001
2497	0.94418
2498	0.9441200000000001
2499	0.94406
2500	0.9440000000000001
