,times,lat,longt,elev,quality,files
45,2021/11/15 00:00:36.000,-28.080130168,146.049379101,207.955,1,site2_211115_10000000045.asd.txt
46,2021/11/15 00:00:39.000,-28.080153643,146.049369017,207.9721,1,site2_211115_10000000046.asd.txt
47,2021/11/15 00:00:41.000,-28.08016866,146.049362271,207.9742,1,site2_211115_10000000047.asd.txt
48,2021/11/15 00:00:44.000,-28.080191113,146.049354325,207.9654,1,site2_211115_10000000048.asd.txt
49,2021/11/15 00:00:46.000,-28.080207268,146.049348007,207.9446,1,site2_211115_10000000049.asd.txt
50,2021/11/15 00:00:49.000,-28.080230689,146.04933911,207.956,1,site2_211115_10000000050.asd.txt
51,2021/11/15 00:00:51.000,-28.0802471,146.049333652,207.9571,1,site2_211115_10000000051.asd.txt
52,2021/11/15 00:00:54.000,-28.08027038,146.049325525,207.9523,1,site2_211115_10000000052.asd.txt
53,2021/11/15 00:00:56.000,-28.080286729,146.049318412,207.9615,1,site2_211115_10000000053.asd.txt
54,2021/11/15 00:00:59.000,-28.080311442,146.049309159,207.9288,1,site2_211115_10000000054.asd.txt
55,2021/11/15 00:01:01.000,-28.08032777,146.049301606,207.9659,1,site2_211115_10000000055.asd.txt
56,2021/11/15 00:01:04.000,-28.080348503,146.049285903,207.9824,1,site2_211115_10000000056.asd.txt
57,2021/11/15 00:01:06.000,-28.080363493,146.049277164,207.9693,1,site2_211115_10000000057.asd.txt
58,2021/11/15 00:01:08.000,-28.080379179,146.0492741,207.9741,1,site2_211115_10000000058.asd.txt
59,2021/11/15 00:01:11.000,-28.080402421,146.04927018,207.976,1,site2_211115_10000000059.asd.txt
60,2021/11/15 00:02:45.000,-28.080490405,146.049459713,207.8066,1,site2_211115_10000000060.asd.txt
61,2021/11/15 00:02:47.000,-28.080490514,146.049459835,207.8194,1,site2_211115_10000000061.asd.txt
62,2021/11/15 00:02:50.000,-28.080490602,146.049459961,207.8,1,site2_211115_10000000062.asd.txt
63,2021/11/15 00:02:52.000,-28.080490618,146.049459812,207.8001,1,site2_211115_10000000063.asd.txt
64,2021/11/15 00:02:55.000,-28.080490664,146.049459945,207.7966,1,site2_211115_10000000064.asd.txt
65,2021/11/15 00:02:57.000,-28.080490715,146.049459972,207.8019,1,site2_211115_10000000065.asd.txt
66,2021/11/15 00:03:00.000,-28.080490871,146.049459919,207.8029,1,site2_211115_10000000066.asd.txt
67,2021/11/15 00:03:02.000,-28.080490832,146.049459968,207.8038,1,site2_211115_10000000067.asd.txt
68,2021/11/15 00:03:05.000,-28.080490966,146.04946004,207.7956,1,site2_211115_10000000068.asd.txt
69,2021/11/15 00:03:07.000,-28.080490945,146.049459789,207.8019,1,site2_211115_10000000069.asd.txt
70,2021/11/15 00:03:20.000,-28.080463296,146.049446648,207.8782,1,site2_211115_10000000070.asd.txt
71,2021/11/15 00:03:23.000,-28.080458478,146.04944864,207.8956,1,site2_211115_10000000071.asd.txt
72,2021/11/15 00:03:25.000,-28.080444019,146.049453233,207.9408,1,site2_211115_10000000072.asd.txt
73,2021/11/15 00:03:28.000,-28.080423487,146.049461448,208.0314,1,site2_211115_10000000073.asd.txt
74,2021/11/15 00:03:30.000,-28.08040849,146.049466264,207.975,1,site2_211115_10000000074.asd.txt
75,2021/11/15 00:03:33.000,-28.080385579,146.049475489,208.0485,1,site2_211115_10000000075.asd.txt
76,2021/11/15 00:03:36.000,-28.080363326,146.049483128,208.0313,1,site2_211115_10000000076.asd.txt
77,2021/11/15 00:03:38.000,-28.080349294,146.049488306,208.0024,1,site2_211115_10000000077.asd.txt
78,2021/11/15 00:03:41.000,-28.080327467,146.049495221,208.0589,1,site2_211115_10000000078.asd.txt
79,2021/11/15 00:03:43.000,-28.080313493,146.04950066,208.0325,1,site2_211115_10000000079.asd.txt
80,2021/11/15 00:03:46.000,-28.080293028,146.049507907,208.0002,1,site2_211115_10000000080.asd.txt
81,2021/11/15 00:03:48.000,-28.080278618,146.04951237,208.0276,1,site2_211115_10000000081.asd.txt
82,2021/11/15 00:03:51.000,-28.080256871,146.04952037,208.052,1,site2_211115_10000000082.asd.txt
83,2021/11/15 00:03:53.000,-28.080241967,146.049525015,208.0188,1,site2_211115_10000000083.asd.txt
84,2021/11/15 00:03:56.000,-28.080220089,146.04953323,208.0248,1,site2_211115_10000000084.asd.txt
85,2021/11/15 00:03:58.000,-28.080205582,146.049538312,208.0355,1,site2_211115_10000000085.asd.txt
86,2021/11/15 00:04:01.000,-28.08018399,146.049546607,208.0228,1,site2_211115_10000000086.asd.txt
87,2021/11/15 00:04:03.000,-28.080169244,146.049553266,208.0225,1,site2_211115_10000000087.asd.txt
88,2021/11/15 00:04:06.000,-28.080149386,146.049559687,208.004,1,site2_211115_10000000088.asd.txt
89,2021/11/15 00:04:09.000,-28.080132355,146.049565766,208.0063,1,site2_211115_10000000089.asd.txt
90,2021/11/15 00:04:11.000,-28.080121925,146.049569581,208.0254,1,site2_211115_10000000090.asd.txt
91,2021/11/15 00:04:14.000,-28.080110822,146.049572233,207.9877,1,site2_211115_10000000091.asd.txt
92,2021/11/15 00:04:16.000,-28.080102604,146.049575574,208.0254,1,site2_211115_10000000092.asd.txt
93,2021/11/15 00:04:19.000,-28.080081648,146.049583062,208.0128,1,site2_211115_10000000093.asd.txt
94,2021/11/15 00:04:21.000,-28.080067948,146.049589304,208.0631,1,site2_211115_10000000094.asd.txt
95,2021/11/15 00:04:24.000,-28.080047472,146.049595529,207.9771,1,site2_211115_10000000095.asd.txt
96,2021/11/15 00:04:26.000,-28.080032615,146.049599088,207.991,1,site2_211115_10000000096.asd.txt
97,2021/11/15 00:04:29.000,-28.080012083,146.049606631,207.9903,1,site2_211115_10000000097.asd.txt
98,2021/11/15 00:04:31.000,-28.079997801,146.049611367,207.9674,1,site2_211115_10000000098.asd.txt
99,2021/11/15 00:04:34.000,-28.079976834,146.049618973,207.9588,1,site2_211115_10000000099.asd.txt
100,2021/11/15 00:04:36.000,-28.079963252,146.049624042,207.9728,1,site2_211115_10000000100.asd.txt
101,2021/11/15 00:04:39.000,-28.079940967,146.049631292,207.9727,1,site2_211115_10000000101.asd.txt
102,2021/11/15 00:04:42.000,-28.079919778,146.049638925,207.9694,1,site2_211115_10000000102.asd.txt
103,2021/11/15 00:04:44.000,-28.079905041,146.049643265,207.9826,1,site2_211115_10000000103.asd.txt
104,2021/11/15 00:04:47.000,-28.07988439,146.049650173,207.9846,1,site2_211115_10000000104.asd.txt
105,2021/11/15 00:04:49.000,-28.079870824,146.049654077,207.9798,1,site2_211115_10000000105.asd.txt
106,2021/11/15 00:04:51.000,-28.079856496,146.049659074,207.9954,1,site2_211115_10000000106.asd.txt
107,2021/11/15 00:04:54.000,-28.079835038,146.049663983,207.9843,1,site2_211115_10000000107.asd.txt
108,2021/11/15 00:04:57.000,-28.079812083,146.049669085,207.9659,1,site2_211115_10000000108.asd.txt
109,2021/11/15 00:04:59.000,-28.07979736,146.049672293,207.9905,1,site2_211115_10000000109.asd.txt
110,2021/11/15 00:05:02.000,-28.079774983,146.049679785,207.9967,1,site2_211115_10000000110.asd.txt
111,2021/11/15 00:05:04.000,-28.079760134,146.049685511,208.0003,1,site2_211115_10000000111.asd.txt
112,2021/11/15 00:05:07.000,-28.079739833,146.049695256,207.9883,1,site2_211115_10000000112.asd.txt
113,2021/11/15 00:05:09.000,-28.079724506,146.049700914,208.0185,1,site2_211115_10000000113.asd.txt
114,2021/11/15 00:05:12.000,-28.079701677,146.049710757,207.9979,1,site2_211115_10000000114.asd.txt
115,2021/11/15 00:05:15.000,-28.079678947,146.049720281,208.0274,1,site2_211115_10000000115.asd.txt
116,2021/11/15 00:05:17.000,-28.079663265,146.049727519,208.0008,1,site2_211115_10000000116.asd.txt
117,2021/11/15 00:05:20.000,-28.0796405,146.049738467,208.0054,1,site2_211115_10000000117.asd.txt
118,2021/11/15 00:05:22.000,-28.079625552,146.049746053,208.0152,1,site2_211115_10000000118.asd.txt
119,2021/11/15 00:05:24.000,-28.079609787,146.049753081,207.9711,1,site2_211115_10000000119.asd.txt
120,2021/11/15 00:05:54.000,-28.07961145,146.04996105,207.877,1,site2_211115_10000000120.asd.txt
121,2021/11/15 00:05:57.000,-28.079613684,146.049961939,207.9101,1,site2_211115_10000000121.asd.txt
122,2021/11/15 00:05:59.000,-28.07961378,146.049962226,207.8642,1,site2_211115_10000000122.asd.txt
123,2021/11/15 00:06:02.000,-28.079613772,146.049962096,207.872,1,site2_211115_10000000123.asd.txt
124,2021/11/15 00:06:04.000,-28.079613725,146.049962032,207.8652,1,site2_211115_10000000124.asd.txt
125,2021/11/15 00:06:07.000,-28.079613633,146.049961856,207.8558,1,site2_211115_10000000125.asd.txt
126,2021/11/15 00:06:09.000,-28.079613751,146.049961997,207.8682,1,site2_211115_10000000126.asd.txt
127,2021/11/15 00:06:12.000,-28.07961371,146.049962207,207.8598,1,site2_211115_10000000127.asd.txt
128,2021/11/15 00:06:14.000,-28.079613721,146.049961981,207.8953,1,site2_211115_10000000128.asd.txt
129,2021/11/15 00:06:17.000,-28.079613698,146.049961976,207.8998,1,site2_211115_10000000129.asd.txt
130,2021/11/15 00:06:58.000,-28.079620431,146.049980742,208.0816,1,site2_211115_10000000130.asd.txt
131,2021/11/15 00:07:01.000,-28.079628238,146.049978749,208.098,1,site2_211115_10000000131.asd.txt
132,2021/11/15 00:07:03.000,-28.079643605,146.049974904,208.098,1,site2_211115_10000000132.asd.txt
133,2021/11/15 00:07:06.000,-28.079667192,146.049967147,208.1164,1,site2_211115_10000000133.asd.txt
134,2021/11/15 00:07:09.000,-28.079691096,146.049958852,208.0811,1,site2_211115_10000000134.asd.txt
135,2021/11/15 00:07:11.000,-28.079706327,146.049953721,208.0975,1,site2_211115_10000000135.asd.txt
136,2021/11/15 00:07:14.000,-28.079729441,146.049946058,208.0786,1,site2_211115_10000000136.asd.txt
137,2021/11/15 00:07:16.000,-28.079744957,146.0499408,208.0801,1,site2_211115_10000000137.asd.txt
138,2021/11/15 00:07:19.000,-28.079767293,146.049931737,208.0996,1,site2_211115_10000000138.asd.txt
139,2021/11/15 00:07:21.000,-28.079782601,146.049926755,208.1012,1,site2_211115_10000000139.asd.txt
140,2021/11/15 00:07:24.000,-28.079805842,146.049919588,208.0675,1,site2_211115_10000000140.asd.txt
141,2021/11/15 00:07:26.000,-28.079821377,146.0499149,208.0817,1,site2_211115_10000000141.asd.txt
142,2021/11/15 00:07:29.000,-28.079844613,146.049905635,208.0816,1,site2_211115_10000000142.asd.txt
143,2021/11/15 00:07:31.000,-28.079859991,146.049899751,208.082,1,site2_211115_10000000143.asd.txt
144,2021/11/15 00:07:34.000,-28.07988387,146.049891597,208.0739,1,site2_211115_10000000144.asd.txt
145,2021/11/15 00:07:36.000,-28.079898932,146.049885737,208.0863,1,site2_211115_10000000145.asd.txt
146,2021/11/15 00:07:39.000,-28.079921328,146.049877357,208.0929,1,site2_211115_10000000146.asd.txt
147,2021/11/15 00:07:41.000,-28.079936074,146.049873073,208.0992,1,site2_211115_10000000147.asd.txt
148,2021/11/15 00:07:43.000,-28.079950367,146.049869034,208.1004,1,site2_211115_10000000148.asd.txt
149,2021/11/15 00:07:46.000,-28.079971416,146.049861624,208.0988,1,site2_211115_10000000149.asd.txt
150,2021/11/15 00:07:48.000,-28.079985521,146.049856648,208.1015,1,site2_211115_10000000150.asd.txt
151,2021/11/15 00:07:51.000,-28.080006955,146.049849749,208.0969,1,site2_211115_10000000151.asd.txt
152,2021/11/15 00:07:53.000,-28.080021955,146.049845256,208.099,1,site2_211115_10000000152.asd.txt
153,2021/11/15 00:07:56.000,-28.080043486,146.049838433,208.0871,1,site2_211115_10000000153.asd.txt
154,2021/11/15 00:07:58.000,-28.080058497,146.049833141,208.0881,1,site2_211115_10000000154.asd.txt
155,2021/11/15 00:08:01.000,-28.080081081,146.049825548,208.0828,1,site2_211115_10000000155.asd.txt
156,2021/11/15 00:08:04.000,-28.080104136,146.049817748,208.0744,1,site2_211115_10000000156.asd.txt
157,2021/11/15 00:08:06.000,-28.080119219,146.049812271,208.0851,1,site2_211115_10000000157.asd.txt
158,2021/11/15 00:08:09.000,-28.080142846,146.049803631,208.1291,1,site2_211115_10000000158.asd.txt
159,2021/11/15 00:08:11.000,-28.080157795,146.049798213,208.1149,1,site2_211115_10000000159.asd.txt
160,2021/11/15 00:08:14.000,-28.080180007,146.049790865,208.1088,1,site2_211115_10000000160.asd.txt
161,2021/11/15 00:08:17.000,-28.080202239,146.049783173,208.107,1,site2_211115_10000000161.asd.txt
162,2021/11/15 00:08:19.000,-28.080217442,146.04977735,208.1095,1,site2_211115_10000000162.asd.txt
163,2021/11/15 00:08:22.000,-28.080240462,146.049769204,208.1007,1,site2_211115_10000000163.asd.txt
164,2021/11/15 00:08:24.000,-28.080256256,146.049764054,208.102,1,site2_211115_10000000164.asd.txt
165,2021/11/15 00:08:27.000,-28.08027912,146.049756022,208.1065,1,site2_211115_10000000165.asd.txt
166,2021/11/15 00:08:29.000,-28.080294947,146.049750171,208.1138,1,site2_211115_10000000166.asd.txt
167,2021/11/15 00:08:31.000,-28.080310077,146.049743704,208.1184,1,site2_211115_10000000167.asd.txt
168,2021/11/15 00:08:34.000,-28.080331167,146.049735658,208.0991,1,site2_211115_10000000168.asd.txt
169,2021/11/15 00:08:36.000,-28.080345768,146.04973028,208.103,1,site2_211115_10000000169.asd.txt
170,2021/11/15 00:08:39.000,-28.080368282,146.049723265,208.0825,1,site2_211115_10000000170.asd.txt
171,2021/11/15 00:08:41.000,-28.080383282,146.04971759,208.0928,1,site2_211115_10000000171.asd.txt
172,2021/11/15 00:08:44.000,-28.080407017,146.049708843,208.0725,1,site2_211115_10000000172.asd.txt
173,2021/11/15 00:08:46.000,-28.080422564,146.049701803,208.0927,1,site2_211115_10000000173.asd.txt
174,2021/11/15 00:08:49.000,-28.080447415,146.049693878,208.0776,1,site2_211115_10000000174.asd.txt
175,2021/11/15 00:08:51.000,-28.080463694,146.049687256,208.0784,1,site2_211115_10000000175.asd.txt
176,2021/11/15 00:08:53.000,-28.080479206,146.049680753,208.1134,1,site2_211115_10000000176.asd.txt
177,2021/11/15 00:08:56.000,-28.080502138,146.049671351,208.0726,1,site2_211115_10000000177.asd.txt
178,2021/11/15 00:08:58.000,-28.080517498,146.049665855,208.0778,1,site2_211115_10000000178.asd.txt
179,2021/11/15 00:09:01.000,-28.080541632,146.0496575,208.1253,1,site2_211115_10000000179.asd.txt
180,2021/11/15 00:11:10.000,-28.080615527,146.049822011,208.378,1,site2_211115_10000000180.asd.txt
181,2021/11/15 00:11:12.000,-28.08061558,146.049822036,208.3814,1,site2_211115_10000000181.asd.txt
182,2021/11/15 00:11:15.000,-28.080615515,146.049822043,208.3821,1,site2_211115_10000000182.asd.txt
183,2021/11/15 00:11:17.000,-28.080615525,146.04982202,208.3754,1,site2_211115_10000000183.asd.txt
184,2021/11/15 00:11:20.000,-28.080615495,146.049822082,208.3729,1,site2_211115_10000000184.asd.txt
185,2021/11/15 00:11:22.000,-28.080615375,146.049822255,208.3778,1,site2_211115_10000000185.asd.txt
186,2021/11/15 00:11:25.000,-28.080615135,146.049822044,208.366,1,site2_211115_10000000186.asd.txt
187,2021/11/15 00:11:27.000,-28.080615387,146.049822107,208.3711,1,site2_211115_10000000187.asd.txt
188,2021/11/15 00:11:30.000,-28.080615334,146.04982217,208.374,1,site2_211115_10000000188.asd.txt
189,2021/11/15 00:11:32.000,-28.080614943,146.049822329,208.3657,1,site2_211115_10000000189.asd.txt
190,2021/11/15 00:11:40.000,-28.080603026,146.049822617,208.424,1,site2_211115_10000000190.asd.txt
191,2021/11/15 00:11:43.000,-28.080589133,146.049825861,208.3955,1,site2_211115_10000000191.asd.txt
192,2021/11/15 00:11:45.000,-28.080574194,146.049830035,208.3911,1,site2_211115_10000000192.asd.txt
193,2021/11/15 00:11:48.000,-28.080551011,146.049838238,208.4255,1,site2_211115_10000000193.asd.txt
194,2021/11/15 00:11:50.000,-28.080535222,146.04984362,208.4358,1,site2_211115_10000000194.asd.txt
195,2021/11/15 00:11:53.000,-28.080512282,146.049852133,208.4431,1,site2_211115_10000000195.asd.txt
196,2021/11/15 00:11:55.000,-28.080498045,146.049857357,208.4322,1,site2_211115_10000000196.asd.txt
197,2021/11/15 00:11:58.000,-28.080475847,146.049866396,208.4431,1,site2_211115_10000000197.asd.txt
198,2021/11/15 00:12:01.000,-28.080453137,146.049874298,208.4338,1,site2_211115_10000000198.asd.txt
199,2021/11/15 00:12:03.000,-28.080438862,146.049878345,208.4147,1,site2_211115_10000000199.asd.txt
200,2021/11/15 00:12:06.000,-28.080416858,146.049886141,208.4343,1,site2_211115_10000000200.asd.txt
201,2021/11/15 00:12:08.000,-28.080402495,146.049891855,208.4254,1,site2_211115_10000000201.asd.txt
202,2021/11/15 00:12:11.000,-28.080379516,146.049900168,208.4255,1,site2_211115_10000000202.asd.txt
203,2021/11/15 00:12:13.000,-28.080364518,146.049905847,208.4606,1,site2_211115_10000000203.asd.txt
204,2021/11/15 00:12:16.000,-28.080342983,146.049913368,208.4342,1,site2_211115_10000000204.asd.txt
205,2021/11/15 00:12:18.000,-28.08032794,146.049918152,208.4391,1,site2_211115_10000000205.asd.txt
206,2021/11/15 00:12:21.000,-28.080304464,146.049925911,208.435,1,site2_211115_10000000206.asd.txt
207,2021/11/15 00:12:23.000,-28.080289732,146.049931518,208.4145,1,site2_211115_10000000207.asd.txt
208,2021/11/15 00:12:26.000,-28.080268273,146.049938879,208.424,1,site2_211115_10000000208.asd.txt
209,2021/11/15 00:12:28.000,-28.080255069,146.049943498,208.4162,1,site2_211115_10000000209.asd.txt
210,2021/11/15 00:12:31.000,-28.080234275,146.049949833,208.3964,1,site2_211115_10000000210.asd.txt
211,2021/11/15 00:12:33.000,-28.08022069,146.049954299,208.4124,1,site2_211115_10000000211.asd.txt
212,2021/11/15 00:12:36.000,-28.080199954,146.049961283,208.411,1,site2_211115_10000000212.asd.txt
213,2021/11/15 00:12:38.000,-28.080185742,146.049967052,208.4361,1,site2_211115_10000000213.asd.txt
214,2021/11/15 00:12:41.000,-28.08016585,146.04997438,208.4283,1,site2_211115_10000000214.asd.txt
215,2021/11/15 00:12:43.000,-28.080151928,146.04997898,208.3993,1,site2_211115_10000000215.asd.txt
216,2021/11/15 00:12:46.000,-28.080130584,146.049986308,208.4373,1,site2_211115_10000000216.asd.txt
217,2021/11/15 00:12:48.000,-28.080117656,146.049990825,208.4216,1,site2_211115_10000000217.asd.txt
218,2021/11/15 00:12:51.000,-28.080095275,146.049998421,208.4311,1,site2_211115_10000000218.asd.txt
219,2021/11/15 00:12:53.000,-28.080079912,146.050002848,208.4321,1,site2_211115_10000000219.asd.txt
220,2021/11/15 00:12:56.000,-28.080059092,146.050011318,208.4212,1,site2_211115_10000000220.asd.txt
221,2021/11/15 00:12:58.000,-28.080043238,146.050016619,208.4183,1,site2_211115_10000000221.asd.txt
222,2021/11/15 00:13:01.000,-28.080021124,146.050024449,208.4102,1,site2_211115_10000000222.asd.txt
223,2021/11/15 00:13:03.000,-28.080005751,146.050030197,208.4118,1,site2_211115_10000000223.asd.txt
224,2021/11/15 00:13:06.000,-28.079983301,146.050037714,208.4175,1,site2_211115_10000000224.asd.txt
225,2021/11/15 00:13:08.000,-28.079967639,146.050043219,208.4252,1,site2_211115_10000000225.asd.txt
226,2021/11/15 00:13:11.000,-28.079945323,146.050051056,208.4149,1,site2_211115_10000000226.asd.txt
227,2021/11/15 00:13:13.000,-28.079930432,146.050056963,208.4259,1,site2_211115_10000000227.asd.txt
228,2021/11/15 00:13:16.000,-28.079908483,146.050063953,208.4187,1,site2_211115_10000000228.asd.txt
229,2021/11/15 00:13:18.000,-28.079893745,146.050069069,208.4235,1,site2_211115_10000000229.asd.txt
230,2021/11/15 00:13:20.000,-28.079879124,146.050075039,208.414,1,site2_211115_10000000230.asd.txt
231,2021/11/15 00:13:23.000,-28.079856862,146.050083092,208.4214,1,site2_211115_10000000231.asd.txt
232,2021/11/15 00:13:26.000,-28.079834411,146.050092228,208.4151,1,site2_211115_10000000232.asd.txt
233,2021/11/15 00:13:28.000,-28.079819125,146.050098182,208.4211,1,site2_211115_10000000233.asd.txt
234,2021/11/15 00:13:30.000,-28.079804085,146.050104597,208.4196,1,site2_211115_10000000234.asd.txt
235,2021/11/15 00:13:33.000,-28.079780737,146.050113888,208.3954,1,site2_211115_10000000235.asd.txt
236,2021/11/15 00:13:35.000,-28.07976552,146.050119545,208.4307,1,site2_211115_10000000236.asd.txt
237,2021/11/15 00:13:38.000,-28.079742254,146.05012787,208.4123,1,site2_211115_10000000237.asd.txt
238,2021/11/15 00:13:40.000,-28.079727143,146.050134857,208.3936,1,site2_211115_10000000238.asd.txt
239,2021/11/15 00:13:43.000,-28.079705158,146.050144188,208.4005,1,site2_211115_10000000239.asd.txt
240,2021/11/15 00:14:28.000,-28.079684687,146.050362527,208.3986,1,site2_211115_10000000240.asd.txt
241,2021/11/15 00:14:31.000,-28.079684497,146.050362634,208.3818,1,site2_211115_10000000241.asd.txt
242,2021/11/15 00:14:33.000,-28.079684346,146.050362719,208.389,1,site2_211115_10000000242.asd.txt
243,2021/11/15 00:14:36.000,-28.079684307,146.050362681,208.3841,1,site2_211115_10000000243.asd.txt
244,2021/11/15 00:14:38.000,-28.079684159,146.050362697,208.3753,1,site2_211115_10000000244.asd.txt
245,2021/11/15 00:14:41.000,-28.079684224,146.050362735,208.3821,1,site2_211115_10000000245.asd.txt
246,2021/11/15 00:14:43.000,-28.079684097,146.050362777,208.3784,1,site2_211115_10000000246.asd.txt
247,2021/11/15 00:14:46.000,-28.079684288,146.050362552,208.3765,1,site2_211115_10000000247.asd.txt
248,2021/11/15 00:14:48.000,-28.079684241,146.050362583,208.3765,1,site2_211115_10000000248.asd.txt
249,2021/11/15 00:14:50.000,-28.079684067,146.050362641,208.3756,1,site2_211115_10000000249.asd.txt
250,2021/11/15 00:15:15.000,-28.079694506,146.050373393,208.3598,1,site2_211115_10000000250.asd.txt
251,2021/11/15 00:15:18.000,-28.079704345,146.050370649,208.3639,1,site2_211115_10000000251.asd.txt
252,2021/11/15 00:15:20.000,-28.079718763,146.05036636,208.4124,1,site2_211115_10000000252.asd.txt
253,2021/11/15 00:15:23.000,-28.079740635,146.050357097,208.4066,1,site2_211115_10000000253.asd.txt
254,2021/11/15 00:15:25.000,-28.079755805,146.050351076,208.4001,1,site2_211115_10000000254.asd.txt
255,2021/11/15 00:15:28.000,-28.079779675,146.050342671,208.3946,1,site2_211115_10000000255.asd.txt
256,2021/11/15 00:15:30.000,-28.079794443,146.050338535,208.3684,1,site2_211115_10000000256.asd.txt
257,2021/11/15 00:15:33.000,-28.079816878,146.050331274,208.3738,1,site2_211115_10000000257.asd.txt
258,2021/11/15 00:15:35.000,-28.079831181,146.050326127,208.3653,1,site2_211115_10000000258.asd.txt
